iter	MultiClass
177	0.3655398287
178	0.3648584716
179	0.3641623324
180	0.363712389
181	0.3632898202
182	0.3626765385
183	0.3620819185
184	0.3616230594
185	0.3611076727
186	0.3604890731
187	0.3601088033
188	0.3596463641
189	0.3589542997
190	0.358425254
191	0.357949024
192	0.3573678883
193	0.3568958646
194	0.3564532465
195	0.355894286
196	0.3554669373
197	0.3550474243
198	0.3547168956
199	0.3542309575
200	0.3537551961
201	0.352929452
202	0.3524963466
203	0.3520442879
204	0.3515531151
205	0.3509822116
206	0.3506944207
207	0.3503950112
208	0.3497874043
209	0.3493206569
210	0.3489397697
211	0.3485399498
212	0.3481350667
213	0.347709112
214	0.3473408566
215	0.3469525284
216	0.3465363691
217	0.3460814868
218	0.3458243457
219	0.3454508951
220	0.3448696128
221	0.344530179
222	0.3440034569
223	0.3436175727
224	0.3431742842
225	0.3426322411
226	0.3421324797
227	0.3418047022
228	0.3415148909
229	0.3409642854
230	0.3406227233
231	0.3404103121
232	0.3400209392
233	0.339648857
234	0.3393355627
235	0.339023068
236	0.3386415425
237	0.3382644396
238	0.3378694297
239	0.3375420219
240	0.3371147095
241	0.3367655575
242	0.3364489992
243	0.3360949574
244	0.335721552
245	0.3354638318
246	0.335173579
247	0.3349258018
248	0.3345423371
249	0.3342841119
250	0.3339693829
251	0.333691924
252	0.3333600207
253	0.3330358634
254	0.3326888262
255	0.3323562351
256	0.3319713569
257	0.3316922913
258	0.3314624544
259	0.3311454775
260	0.3308700126
261	0.3305508341
262	0.3302791472
263	0.329947627
264	0.3297049404
265	0.3293770798
266	0.3291623401
267	0.3289503153
268	0.3285296942
269	0.3282553025
270	0.3280149219
271	0.3277155205
272	0.3274067513
273	0.3270649284
274	0.3267826891
275	0.3265124634
276	0.3262639434
277	0.3260210264
278	0.3257153304
279	0.3253888404
280	0.3251120924
281	0.3248433621
282	0.3245996982
283	0.3243284679
284	0.3240870636
285	0.3238532781
286	0.3236797819
287	0.3233534271
288	0.32312534
289	0.3228951698
290	0.3225970668
291	0.3223701923
292	0.3221422082
293	0.3218777843
294	0.3216742898
295	0.3214740883
296	0.3212195421
297	0.3208999806
298	0.3207067228
299	0.3202978163
300	0.32004967
301	0.3198925556
302	0.3196077193
303	0.3193420083
304	0.3191786768
305	0.3189269194
306	0.318739253
307	0.3184523676
308	0.3182591506
309	0.3180634981
310	0.3178025866
311	0.3176570917
312	0.3174374645
313	0.3172411261
314	0.3170314587
315	0.3168175333
316	0.3165785072
317	0.3164201469
318	0.3162232904
319	0.3159577293
320	0.3157176937
321	0.3155427033
322	0.3153352392
323	0.3151368167
324	0.3149141612
325	0.3146720734
326	0.3145070653
327	0.3142550277
328	0.3140574169
329	0.3138346883
330	0.3136285997
331	0.313371189
332	0.3131243018
333	0.3129406018
334	0.3126824356
335	0.3124189444
336	0.3122748917
337	0.3120708301
338	0.3118920736
339	0.3117145711
340	0.3115791693
341	0.3113882694
342	0.3111930952
343	0.3109533924
344	0.3107320385
345	0.3105746568
346	0.3104095989
347	0.3102338075
348	0.310042098
349	0.3098675342
350	0.3096806221
351	0.3095340387
352	0.3093528267
353	0.3090279051
354	0.308831983
355	0.308644235
356	0.3084841334
357	0.3083395788
358	0.3081943716
359	0.3079205436
360	0.3077683275
361	0.3075787275
362	0.3073108541
363	0.3071149137
364	0.3069424019
365	0.3067196412
366	0.3064749921
367	0.3062655257
368	0.3061025109
369	0.3059620249
370	0.305760492
371	0.3055974015
372	0.3054313413
373	0.3052932863
374	0.3051223793
375	0.3049375967
376	0.3048007079
377	0.304640802
378	0.3044670115
379	0.304257817
380	0.3041142454
381	0.3039263499
382	0.303743096
383	0.303581645
384	0.3034153581
385	0.3031981609
386	0.3029478692
387	0.3028125425
388	0.3025975231
389	0.3024245026
390	0.3023064388
391	0.3021570017
392	0.3020291674
393	0.3018414349
394	0.3016831385
395	0.3015697456
396	0.3014103559
397	0.3012823128
398	0.3010993996
399	0.3009438017
400	0.3008204207
401	0.3006837936
402	0.3005425741
403	0.3004191817
404	0.3002588904
405	0.3001525904
406	0.300061344
407	0.2999339136
408	0.2997604405
409	0.2995835766
410	0.2994723419
411	0.2993270637
412	0.2992203956
413	0.2990866123
414	0.2989806342
415	0.2988181909
416	0.2986739203
417	0.2985680951
418	0.2983833152
419	0.2982594178
420	0.2981366859
421	0.2980062766
422	0.297909099
423	0.2978092983
424	0.2976597225
425	0.2975496485
426	0.2974009453
427	0.2972548217
428	0.2971674315
429	0.2970297133
430	0.2969299338
431	0.2967905946
432	0.2966458951
433	0.2964550077
434	0.2963390521
435	0.2961851217
436	0.2960537209
437	0.2958733525
438	0.2957489385
439	0.2955948624
440	0.2955572722
441	0.2954396305
442	0.2953434919
443	0.2952426743
444	0.295098888
445	0.2949609077
446	0.2948791388
447	0.2947923195
448	0.2946723693
449	0.2945213689
450	0.2943642214
451	0.2942678336
452	0.2941337949
453	0.2940219121
454	0.2939215899
455	0.2937949068
456	0.2936530312
457	0.2935300448
458	0.2934179442
459	0.293258507
460	0.2931464754
461	0.2930209433
462	0.2928851163
463	0.2927184329
464	0.2926287269
465	0.2924940621
466	0.2923887149
467	0.2922752388
468	0.2921137406
469	0.2919923453
470	0.2918981396
471	0.2917798487
472	0.2916687384
473	0.2915537164
474	0.2914352764
475	0.2913195814
476	0.2912137315
477	0.2910846701
478	0.290942447
479	0.2908533678
480	0.2907350409
481	0.2906001438
482	0.2904307294
